Date,Local Time,Home Team Id,Away Team Id
20220611,1600,112607,113919
20220611,1600,116408,112605
20220611,1600,113178,112869
20220611,1600,113013,115156
20220611,1600,115243,113150
20220723,1600,114797,115526
20220723,1600,111153,112858
20220723,1600,130404,113014
20220723,1600,130402,130419
20220723,1600,113039,113887
20220723,1600,112875,111137
20220723,1600,112602,112732
20220723,1600,130400,113150
20220723,1600,112605,112869
20220723,1600,113919,115243
20220723,1600,112831,115156
20220723,1600,116408,113013
20220723,1600,112607,130406
20220730,1600,115526,130402
20220730,1600,112858,130419
20220730,1600,113014,113039
20220730,1600,112732,130404
20220730,1600,111137,111153
20220730,1600,113887,114797
20220730,1600,112875,112602
20220730,1600,113150,112831
20220730,1600,112869,115156
20220730,1600,130406,113919
20220730,1600,113013,112605
20220730,1600,113178,130400
20220730,1600,116408,112607
20220806,1600,130404,115526
20220806,1600,130402,112858
20220806,1600,130419,113014
20220806,1600,113039,112875
20220806,1600,112602,113887
20220806,1600,114797,111137
20220806,1600,111153,112732
20220806,1600,113919,113150
20220806,1600,112831,112869
20220806,1600,115156,115243
20220806,1600,112607,113178
20220806,1600,130400,113013
20220806,1600,112605,130406
20220813,1600,130402,130404
20220813,1600,130419,111153
20220813,1600,113014,114797
20220813,1600,112858,112602
20220813,1600,115526,112875
20220813,1600,112732,113887
20220813,1600,113039,111137
20220813,1600,112831,113919
20220813,1600,115156,112605
20220813,1600,115243,130400
20220813,1600,112869,112607
20220813,1600,113150,116408
20220813,1600,130406,113178
20220820,1600,111153,130402
20220820,1600,113887,115526
20220820,1600,112875,112858
20220820,1600,112602,113014
20220820,1600,114797,130419
20220820,1600,130404,113039
20220820,1600,111137,112732
20220820,1600,112605,112831
20220820,1600,113178,113150
20220820,1600,116408,112869
20220820,1600,112607,115243
20220820,1600,130400,115156
20220820,1600,113013,130406
20220827,1600,113150,112875
20220827,1600,130402,112607
20220827,1600,111153,116408
20220827,1600,112602,113178
20220827,1600,113887,113013
20220827,1600,113919,112831
20220827,1600,112605,130400
20220827,1600,112869,130406
20220827,1600,115156,115243
20220910,1600,130404,111153
20220910,1600,130402,114797
20220910,1600,130419,112602
20220910,1600,113014,112875
20220910,1600,112858,113887
20220910,1600,115526,111137
20220910,1600,113039,112732
20220910,1600,113919,112605
20220910,1600,112831,130400
20220910,1600,115156,112607
20220910,1600,115243,116408
20220910,1600,112869,113178
20220910,1600,113150,113013
20220917,1600,112602,130402
20220917,1600,112732,115526
20220917,1600,111137,112858
20220917,1600,113887,113014
20220917,1600,112875,130419
20220917,1600,111153,113039
20220917,1600,114797,130404
20220917,1600,112607,112831
20220917,1600,130406,113150
20220917,1600,113013,112869
20220917,1600,113178,115243
20220917,1600,116408,115156
20220917,1600,130400,113919
20220924,1600,112869,130402
20220924,1600,116408,115526
20220924,1600,113178,112858
20220924,1600,113013,113014
20220924,1600,130406,130419
20220924,1600,113150,113039
20220924,1600,115243,130404
20220924,1600,115156,111153
20220924,1600,112831,112602
20220924,1600,113919,112875
20220924,1600,112605,113887
20220924,1600,130400,111137
20220924,1600,112607,112732
20221001,1600,112875,112831
20221001,1600,130402,113150
20221001,1600,130404,112869
20221001,1600,111153,115243
20221001,1600,114797,115156
20221001,1600,113887,113919
20221001,1600,111137,112605
20221001,1600,112732,130400
20221001,1600,115526,112607
20221001,1600,112858,116408
20221001,1600,113014,113178
20221001,1600,130419,113013
20221001,1600,113039,130406
20221015,1600,113039,115526
20221015,1600,111153,114797
20221015,1600,130404,112602
20221015,1600,130402,112875
20221015,1600,130419,113887
20221015,1600,113014,111137
20221015,1600,112858,112732
20221015,1600,112605,130400
20221015,1600,113919,112607
20221015,1600,112831,116408
20221015,1600,115156,113178
20221015,1600,115243,113013
20221015,1600,112869,130406
20221015,1600,113887,130402
20221015,1600,115526,112858
20221015,1600,112732,113014
20221015,1600,111137,130419
20221015,1600,114797,113039
20221015,1600,112875,130404
20221015,1600,112602,111153
20221015,1600,113178,112831
20221015,1600,113150,112869
20221015,1600,130406,115243
20221015,1600,113013,115156
20221015,1600,116408,113919
20221015,1600,112607,112605
20221015,1600,113039,130402
20221015,1600,130419,130404
20221015,1600,113014,111153
20221015,1600,112858,114797
20221015,1600,115526,112602
20221015,1600,112732,112875
20221015,1600,111137,113887
20221015,1600,115156,113919
20221015,1600,115243,112605
20221015,1600,112869,130400
20221015,1600,113150,112607
20221015,1600,130406,116408
20221015,1600,113013,113178
20221015,1600,113014,115526
20221015,1600,113039,112858
20221015,1600,114797,112602
20221015,1600,111153,112875
20221015,1600,130404,113887
20221015,1600,130402,111137
20221015,1600,130419,112732
20221015,1600,115243,113150
20221015,1600,130400,112607
20221015,1600,112605,116408
20221015,1600,113919,113178
20221015,1600,112831,113013
20221015,1600,115156,130406
20221015,1600,112732,130402
20221015,1600,112858,113014
20221015,1600,115526,130419
20221015,1600,112602,113039
20221015,1600,111137,130404
20221015,1600,113887,111153
20221015,1600,112875,114797
20221015,1600,130406,112831
20221015,1600,112869,115243
20221015,1600,113150,115156
20221015,1600,113013,113919
20221015,1600,113178,112605
20221015,1600,116408,130400
20221015,1600,130406,130402
20221015,1600,130400,115526
20221015,1600,112607,112858
20221015,1600,116408,113014
20221015,1600,113178,130419
20221015,1600,113013,113039
20221015,1600,113150,130404
20221015,1600,112869,111153
20221015,1600,115243,114797
20221015,1600,115156,112602
20221015,1600,112831,113887
20221015,1600,113919,111137
20221015,1600,112605,112732
20221015,1600,111137,112831
20221015,1600,111153,113150
20221015,1600,114797,112869
20221015,1600,112602,115243
20221015,1600,112875,115156
20221015,1600,112732,113919
20221015,1600,115526,112605
20221015,1600,112858,130400
20221015,1600,113014,112607
20221015,1600,130419,116408
20221015,1600,113039,113178
20221015,1600,130402,113013
20221015,1600,130404,130406
20221015,1600,111153,115526
20221015,1600,130404,112858
20221015,1600,130402,113014
20221015,1600,113039,130419
20221015,1600,112875,113887
20221015,1600,112602,111137
20221015,1600,114797,112732
20221015,1600,112605,113150
20221015,1600,113919,112869
20221015,1600,112831,115243
20221015,1600,116408,113178
20221015,1600,112607,113013
20221015,1600,130400,130406
20221015,1600,130419,130402
20221015,1600,113887,113039
20221015,1600,113014,130404
20221015,1600,112858,111153
20221015,1600,115526,114797
20221015,1600,112732,112602
20221015,1600,111137,112875
20221015,1600,115156,112831
20221015,1600,115243,113919
20221015,1600,112869,112605
20221015,1600,113150,130400
20221015,1600,130406,112607
20221015,1600,113013,116408
20221015,1600,130402,115526
20221015,1600,130419,112858
20221015,1600,113039,113014
20221015,1600,112602,112875
20221015,1600,114797,113887
20221015,1600,111153,111137
20221015,1600,130404,112732
20221015,1600,112831,113150
20221015,1600,115156,112869
20221015,1600,112607,116408
20221015,1600,130400,113178
20221015,1600,112605,113013
20221015,1600,113919,130406
20221015,1600,112858,130402
20221015,1600,113014,130419
20221015,1600,112875,113039
20221015,1600,115526,130404
20221015,1600,112732,111153
20221015,1600,111137,114797
20221015,1600,113887,112602
20221015,1600,112869,112831
20221015,1600,115243,115156
20221015,1600,113150,113919
20221015,1600,130406,112605
20221015,1600,113013,130400
20221015,1600,113178,112607

